"id_spe";"tsn";"genus";"species";"en_common_name";"fr_common_name";"qc_code";"on_tree_code";"on_alpha_code";"us_code";"nb_code"
"21642-HIB-CLA";21642;"Hibiscus";"clayi";"red Kauai rosemallow";"";"";;"";7402;
"21645-HIB-KOK";21645;"Hibiscus";"kokio";"red rosemallow";"";"";;"";7404;
"21652-HIB-WAI";21652;"Hibiscus";"waimeae";"white Kauai rosemallow";"";"";;"";7413;
"21710-GOS-BAR";21710;"Gossypium";"barbadense";"Creole cotton";"";"";;"";7262;
"21711-GOS-HIR";21711;"Gossypium";"hirsutum";"Gossypium hirsutum";"";"";;"";7264;
"21746-SID-FAL";21746;"Sida";"fallax";"yellow llima";"";"";;"";8609;
"21761-THE-NA";21761;"Thespesia";"";"thespesia";"";"";;"";8788;
"21762-THE-POP";21762;"Thespesia";"populnea";"Portia tree";"";"";;"";8787;
"21764-THE-GRA";21764;"Thespesia";"grandiflora";"maga";"";"";;"";8786;
"21968-HIB-NA";21968;"Hibiscadelphus";"";"hibiscadelphus";"";"";;"";7390;
"21969-HIB-BOM";21969;"Hibiscadelphus";"bombycinus";"hau kuahiwi";"";"";;"";7384;
"21970-HIB-DIS";21970;"Hibiscadelphus";"distans";"Kauai hau kuahiwi";"";"";;"";7386;
"21971-HIB-GIF";21971;"Hibiscadelphus";"giffardianus";"Kilauea hau kuahiwi";"";"";;"";7387;
"21972-HIB-HUA";21972;"Hibiscadelphus";"hualalaiensis";"Hualalai hau kuahiwi";"";"";;"";7388;
"21974-KOK-NA";21974;"Kokia";"";"treecotton";"";"";;"";7513;
"21975-KOK-COO";21975;"Kokia";"cookei";"Molokai treecotton";"";"";;"";7509;
"21976-KOK-DRY";21976;"Kokia";"drynarioides";"Hawaii treecotton";"";"";;"";7510;
"21977-KOK-KAU";21977;"Kokia";"kauaiensis";"Kauai treecotton";"";"";;"";7511;
"21978-KOK-LAN";21978;"Kokia";"lanceolata";"Wailupe Valley treecotton";"";"";;"";7512;
"22250-BIX-NA";22250;"Bixa";"";"bixa";"";"";;"";6239;
"22251-BIX-ORE";22251;"Bixa";"orellana";"lipsticktree";"";"";;"";6238;
"22303-TAM-NA";22303;"Tamarix";"";"saltcedar";"";"";;"";991;
"22306-TAM-APH";22306;"Tamarix";"aphylla";"Athel tamarisk";"";"";;"";8727;
"22323-CAR-NA";22323;"Carica";"";"papaya";"";"";;"";6396;
"22324-CAR-PAP";22324;"Carica";"papaya";"papaya";"";"";;"";6395;
"22444-POP-NA";22444;"Populus";"";"cottonwood and poplar";"Peuplier hybride";"PEH";;"";740;
"22445-POP-DEL";22445;"Populus";"deltoides";"Cottonwood ;plains cottonwood";"Peuplier à feuilles deltoïdes";"PED";71;"Pd";745;
"22451-POP-ALB";22451;"Populus";"alba";"Silver poplar ;silver poplar";"";"";76;"Pl";752;
"22452-POP-ANG";22452;"Populus";"angustifolia";"narrowleaf cottonwood";"";"";;"";749;
"22453-POP-BAL";22453;"Populus";"balsamifera";"Balsam poplar ;balsam poplar";"Peuplier baumier";"PEB";73;"Pb";741;183
"22459-POP-FRE";22459;"Populus";"fremontii";"Fremont cottonwood";"";"";;"";748;
"22463-POP-GRA";22463;"Populus";"grandidentata";"Large tooth aspen ;bigtooth aspen";"Peuplier à grandes dents";"PEG";70;"Al";743;21
"22465-POP-HET";22465;"Populus";"heterophylla";"swamp cottonwood";"";"";;"";744;
"22468-POP-NIG";22468;"Populus";"nigra";"Lombardy poplar";"";"";;"";753;
"22476-SAL-NA";22476;"Salix";"";"willow";"";"";;"";920;43
"22484-SAL-NIG";22484;"Salix";"nigra";"black willow";"";"";;"";922;
"22499-SAL-AMY";22499;"Salix";"amygdaloides";"peachleaf willow";"";"";;"";921;
"22507-SAL-BEB";22507;"Salix";"bebbiana";"Bebb willow";"";"";;"";923;
"22508-SAL-BON";22508;"Salix";"bonplandiana";"Bonpland willow";"";"";;"";924;
"22516-SAL-CAR";22516;"Salix";"caroliniana";"coastal plain willow";"";"";;"";925;
"22575-SAL-PYR";22575;"Salix";"pyrifolia";"balsam willow";"";"";;"";926;
"22668-MOR-AME";22668;"Morisonia";"americana";"ratapple";"";"";;"";7857;
"23449-CYR-RAC";23449;"Cyrilla";"racemiflora";"swamp titi";"";"";;"";6862;
"23625-ARB-NA";23625;"Arbutus";"";"madrone";"";"";;"";360;
"23626-ARB-ARI";23626;"Arbutus";"arizonica";"Arizona madrone";"";"";;"";362;
"23627-ARB-MEN";23627;"Arbutus";"menziesii";"Pacific madrone";"";"";;"";361;
"23690-OXY-ARB";23690;"Oxydendrum";"arboreum";"sourwood";"";"";;"";711;
"23811-CHR-CAI";23811;"Chrysophyllum";"cainito";"star apple";"";"";;"";6541;
"23821-MAN-NA";23821;"Manilkara";"";"Manilkara";"";"";;"";7671;
"23823-MAN-ZAP";23823;"Manilkara";"zapota";"sapodilla";"";"";;"";7674;
"23825-MAN-BID";23825;"Manilkara";"bidentata";"bulletwood";"";"";;"";7662;
"23826-MAN-PLE";23826;"Manilkara";"pleeana";"zapote de costa";"";"";;"";7669;
"23829-POU-NA";23829;"Pouteria";"";"pouteria";"";"";;"";8306;
"23830-POU-CAM";23830;"Pouteria";"campechiana";"eggfruit";"";"";;"";8299;
"23831-POU-DIC";23831;"Pouteria";"dictyoneura";"cocuyo";"";"";;"";8300;
"23836-POU-SAP";23836;"Pouteria";"sapota";"mammee sapote";"";"";;"";8305;
"23837-POU-HOT";23837;"Pouteria";"hotteana";"redmammee";"";"";;"";8301;
"23838-POU-MUL";23838;"Pouteria";"multiflora";"bullytree";"";"";;"";8302;
"23842-MIC-GAR";23842;"Micropholis";"garciniifolia";"caimitillo verde";"";"";;"";7828;
"23853-DIO-NA";23853;"Diospyros";"";"persimmon";"";"";;"";520;
"23854-DIO-TEX";23854;"Diospyros";"texana";"Texas persimmon";"";"";;"";522;
"23855-DIO-VIR";23855;"Diospyros";"virginiana";"common persimmon";"";"";;"";521;
"23856-DIO-REV";23856;"Diospyros";"revoluta";"black apple";"";"";;"";6909;
"23861-DIO-HIL";23861;"Diospyros";"hillebrandii";"elama";"";"";;"";6906;
"23863-HAL-NA";23863;"Halesia";"";"silverbell";"";"";;"";580;
"23864-HAL-CAR";23864;"Halesia";"carolina";"Carolina silverbell";"";"";;"";581;
"23865-HAL-DIP";23865;"Halesia";"diptera";"two-wing silverbell";"";"";;"";582;
"23874-STY-POR";23874;"Styrax";"portoricensis";"palo de jazmin";"";"";;"";8674;
"23888-ARD-NA";23888;"Ardisia";"";"marlberry";"";"";;"";6166;
"23890-ARD-SOL";23890;"Ardisia";"solanacea";"China-shrub";"";"";;"";6165;
"23891-ARD-GLA";23891;"Ardisia";"glauciflora";"ausubon";"";"";;"";6162;
"23892-ARD-LUQ";23892;"Ardisia";"luquillensis";"mountain marlberry";"";"";;"";6163;
"23893-ARD-OBO";23893;"Ardisia";"obovata";"Guadeloupe marlberry";"";"";;"";6164;
"23900-PAR-CRE";23900;"Parathesis";"crenulata";"scratchthroat";"";"";;"";8099;
"23904-MYR-NA";23904;"Myrsine";"";"colicwood";"";"";;"";7927;
"23906-MYR-DEG";23906;"Myrsine";"degeneri";"summit colicwood";"";"";;"";7913;
"23909-MYR-FER";23909;"Myrsine";"fernseei";"streambank colicwood";"";"";;"";7915;
"23910-MYR-HEL";23910;"Myrsine";"helleri";"Wahiawa Bog colicwood";"";"";;"";7918;
"23912-MYR-KAU";23912;"Myrsine";"kauaiensis";"Kauai colicwood";"";"";;"";7919;
"23913-MYR-KNU";23913;"Myrsine";"knudsenii";"Kokee colicwood";"";"";;"";7920;
"23916-MYR-LES";23916;"Myrsine";"lessertiana";"kolea lau nui";"";"";;"";7922;
"23919-MYR-MEZ";23919;"Myrsine";"mezii";"Hanapepe River colicwood";"";"";;"";7923;
"23920-MYR-PET";23920;"Myrsine";"petiolata";"swamp colicwood";"";"";;"";7924;
"23921-MYR-PUK";23921;"Myrsine";"pukooensis";"Molokai colicwood";"";"";;"";7925;
"23923-MYR-SAN";23923;"Myrsine";"sandwicensis";"kokea lau lii";"";"";;"";7926;
"23925-MYR-WAW";23925;"Myrsine";"wawraea";"Mt. Kahili colicwood";"";"";;"";7928;
"24063-WEI-PIN";24063;"Weinmannia";"pinnata";"bastard briziletto";"";"";;"";8887;
"24066-PIT-NA";24066;"Pittosporum";"";"cheesewood";"";"";;"";8238;
"24068-PIT-UND";24068;"Pittosporum";"undulatum";"Australian cheesewood";"";"";;"";8240;
"24072-PIT-ARG";24072;"Pittosporum";"argentifolium";"Hawaii poisonberry tree";"";"";;"";8226;
"24074-PIT-CON";24074;"Pittosporum";"confertiflorum";"hoawa";"";"";;"";8227;
"24078-PIT-GAY";24078;"Pittosporum";"gayanum";"Waialeale cheesewood";"";"";;"";8229;
"24079-PIT-GLA";24079;"Pittosporum";"glabrum";"Koolau Range cheesewood";"";"";;"";8230;
"24080-PIT-HAL";24080;"Pittosporum";"halophilum";"hoawa";"";"";;"";8231;
"24081-PIT-HAW";24081;"Pittosporum";"hawaiiense";"Hawaii cheesewood";"";"";;"";8232;
"24082-PIT-HOS";24082;"Pittosporum";"hosmeri";"Kona cheesewood";"";"";;"";8233;
"24086-PIT-NAP";24086;"Pittosporum";"napaliense";"royal cheesewood";"";"";;"";8235;
"24088-PIT-TER";24088;"Pittosporum";"terminalioides";"cream cheesewood";"";"";;"";8239;
"24451-RIB-AME";24451;"Ribes";"americanum";"";"Gadellier américain";"RIA";;"";;
"24466-RIB-GLA";24466;"Ribes";"glandulosum";"";"Gadellier glanduleux";"RIG";;"";;
"24476-RIB-LAC";24476;"Ribes";"lacustre";"";"Gadellier lacustre";"RIL";;"";;
"24504-RIB-TRI";24504;"Ribes";"triste";"";"Gadellier amer";"RIT";;"";;
"24537-BRO-ARG";24537;"Broussaisia";"arguta";"kanawao";"";"";;"";6260;
"24539-CRA-NA";24539;"Crataegus";"";"hawthorn";"Aubépine";"CRA";;"";500;
"24546-CRA-BRA";24546;"Crataegus";"brainerdii";"'Brainerd''s hawthorn'";"";"";;"";503;
"24547-CRA-CAL";24547;"Crataegus";"calpodendron";"pear hawthorn";"";"";;"";504;
"24548-CRA-CHR";24548;"Crataegus";"chrysocarpa";"fireberry hawthorn";"";"";;"";505;
"24552-CRA-CRU";24552;"Crataegus";"crus-galli";"cockspur hawthorn";"";"";;"";501;
"24561-CRA-FLA";24561;"Crataegus";"flabellata";"fanleaf hawthorn";"";"";;"";507;
"24585-CRA-MOL";24585;"Crataegus";"mollis";"downy hawthorn";"";"";;"";502;
"24586-CRA-MON";24586;"Crataegus";"monogyna";"oneseed hawthorn";"";"";;"";508;
"24593-CRA-PHA";24593;"Crataegus";"phaenopyrum";"Washington hawthorn";"";"";;"";5091;
"24604-CRA-SUC";24604;"Crataegus";"succulenta";"fleshy hawthorn";"";"";;"";5092;
"24608-CRA-UNI";24608;"Crataegus";"uniflora";"dwarf hawthorn";"";"";;"";5093;
"24762-PRU-NA";24762;"Prunus";"";"cherry and plum";"";"";;"";760;
"24763-PRU-AME";24763;"Prunus";"americana";"American plum";"";"";;"";766;
"24764-PRU-SER";24764;"Prunus";"serotina";"Black cherry ;Prunus serotina";"Cerisier tardif";"CET";58;"Cb";8349;194
"24765-PRU-PER";24765;"Prunus";"persica";"peach";"";"";;"";764;
"24768-PRU-ANG";24768;"Prunus";"angustifolia";"Chickasaw plum";"";"";;"";770;
"24770-PRU-AVI";24770;"Prunus";"avium";"Mazzard cherry;sweet cherry ;sweet cherry, domesticated";"";"";90;"Cm";771;
"24773-PRU-CER";24773;"Prunus";"cerasus";"Sour cherry ;sour cherry, domesticated";"";"";174;"Cc";772;
"24774-PRU-DOM";24774;"Prunus";"domestica";"European plum, domesticated";"";"";;"";773;
"24776-PRU-EMA";24776;"Prunus";"emarginata";"bitter cherry";"";"";;"";768;
"24789-PRU-MAH";24789;"Prunus";"mahaleb";"Mahaleb cherry, domesticated";"";"";;"";774;
"24795-PRU-MYR";24795;"Prunus";"myrtifolia";"West Indian cherry";"";"";;"";8346;
"24796-PRU-NIG";24796;"Prunus";"nigra";"Canada plum";"";"";;"";765;
"24799-PRU-PEN";24799;"Prunus";"pensylvanica";"Pin cherry ;pin cherry";"Cerisier de Pennsylvanie";"PRP";139;"";761;159
"24806-PRU-VIR";24806;"Prunus";"virginiana";"chokecherry";"Cerisier de Virginie";"PRV";;"";763;163
"24812-ROS-ACI";24812;"Rosa";"acicularis";"";"Rosier aciculaire";"ROA";;"";;
"24854-RUB-OCC";24854;"Rubus";"occidentalis";"";"Ronce occidentale";"RUO";;"";;
"24866-RUB-ALL";24866;"Rubus";"allegheniensis";"";"Ronce alléghanienne";"RUA";;"";;
"24947-RUB-IDA";24947;"Rubus";"idaeus";"";"Ronce du mont Ida";"RUI";;"";;
"24997-RUB-ODO";24997;"Rubus";"odoratus";"";"Ronce odorante";"RUD";;"";;
"25108-AME-NA";25108;"Amelanchier";"";"serviceberry";"Amélanchier";"AME";;"";356;34
"25110-AME-ARB";25110;"Amelanchier";"arborea";"common serviceberry";"";"";;"";357;
"25119-AME-SAN";25119;"Amelanchier";"sanguinea";"roundleaf serviceberry";"";"";;"";358;
"25127-ARO-MEL";25127;"Aronia";"melanocarpa";"";"Aronia noir";"ARM";;"";;
"25134-CER-LED";25134;"Cercocarpus";"ledifolius";"curlleaf mountain-mahogany";"";"";;"";475;
"25148-CHR-ICA";25148;"Chrysobalanus";"icaco";"icaco coco plum";"";"";;"";6535;
"25173-HET-NA";25173;"Heteromeles";"";"toyon";"";"";;"";7376;
"25174-HET-ARB";25174;"Heteromeles";"arbutifolia";"toyon";"";"";;"";7374;
"25254-MAL-NA";25254;"Malus";"";"apple";"Pommier";"MAS";;"";660;
"25255-MAL-ANG";25255;"Malus";"angustifolia";"southern crab apple";"";"";;"";662;
"25257-MAL-COR";25257;"Malus";"coronaria";"sweet crab apple";"";"";;"";663;
"25258-MAL-FUS";25258;"Malus";"fusca";"Oregon crab apple";"";"";;"";661;
"25259-MAL-IOE";25259;"Malus";"ioensis";"prairie crab apple";"";"";;"";664;
"25318-SOR-NA";25318;"Sorbus";"";"mountain-ash";"";"";;"";934;
"25319-SOR-AME";25319;"Sorbus";"americana";"American mountain-ash";"'Sorbier d''Amérique'";"SOA";;"";935;25
"25320-SOR-AUC";25320;"Sorbus";"aucuparia";"European mountain ash ;European mountain-ash";"";"";146;"";936;
"25322-SOR-DEC";25322;"Sorbus";"decora";"northern mountain-ash";"Sorbier des montagnes";"SOD";;"";937;
"25342-SPI-TOM";25342;"Spiraea";"tomentosa";"";"Spirée tomenteuse";"SPT";;"";;
"25735-CAS-NA";25735;"Cassia";"";"Cassia";"";"";;"";6422;
"25749-CAS-FIS";25749;"Cassia";"fistula";"golden shower";"";"";;"";6415;
"25753-CAS-JAV";25753;"Cassia";"javanica";"apple blossom";"";"";;"";6418;
"25782-CER-CAN";25782;"Cercis";"canadensis";"Redbud ;eastern redbud";"";"";125;"";471;
"26196-ROB-NEO";26196;"Robinia";"neomexicana";"New Mexico locust";"";"";;"";902;
"26417-ACA-NA";26417;"Acacia";"";"acacia";"";"";;"";300;
"26431-ACA-MEL";26431;"Acacia";"melanoxylon";"blackwood";"";"";;"";6011;
"26446-ADE-NA";26446;"Adenanthera";"";"beadtree";"";"";;"";6029;
"26447-ADE-PAV";26447;"Adenanthera";"pavonina";"red beadtree";"";"";;"";6028;
"26448-ALB-NA";26448;"Albizia";"";"albizia";"";"";;"";6063;
"26449-ALB-JUL";26449;"Albizia";"julibrissin";"mimosa, silktree";"";"";;"";345;
"26450-ALB-LEB";26450;"Albizia";"lebbeck";"'woman''s tongue'";"";"";;"";6059;
"26458-AND-INE";26458;"Andira";"inermis";"cabbagebark tree";"";"";;"";6114;
"26490-BAU-NA";26490;"Bauhinia";"";"bauhinia";"";"";;"";6230;
"26493-BAU-PUR";26493;"Bauhinia";"purpurea";"butterfly tree";"";"";;"";6229;
"26494-BAU-VAR";26494;"Bauhinia";"variegata";"mountain ebony";"";"";;"";6232;
"26499-CAE-NA";26499;"Caesalpinia";"";"nicker";"";"";;"";6316;
"26511-CAE-PUL";26511;"Caesalpinia";"pulcherrima";"pride-of-Barbados";"";"";;"";6319;
"26531-CER-SIL";26531;"Ceratonia";"siliqua";"'St. John''s bread'";"";"";;"";6457;
"26539-CLA-KEN";26539;"Cladrastis";"kentukea";"yellowwood";"";"";;"";481;
"26573-CRO-LON";26573;"Crotalaria";"longirostrata";"longbeak rattlebox";"";"";;"";6771;
"26596-DAL-SIS";26596;"Dalbergia";"sissoo";"Indian rosewood";"";"";;"";6869;
"26655-DEL-NA";26655;"Delonix";"";"delonix";"";"";;"";6884;
"26656-DEL-REG";26656;"Delonix";"regia";"royal poinciana";"";"";;"";6883;
"26675-ERY-NA";26675;"Erythrina";"";"erythrina";"";"";;"";7013;
"26676-ERY-CRI";26676;"Erythrina";"crista-galli";"crybabytree";"";"";;"";7006;
"26711-GLE-NA";26711;"Gleditsia";"";"honeylocust";"";"";;"";550;
"26712-GLE-AQU";26712;"Gleditsia";"aquatica";"waterlocust";"";"";;"";551;
"26714-GLE-TRI";26714;"Gleditsia";"triacanthos";"Honey locust ;honeylocust";"";"";96;"Gt";552;
"26764-LEU-NA";26764;"Leucaena";"";"leadtree";"";"";;"";7566;
"26766-LEU-LEU";26766;"Leucaena";"leucocephala";"white leadtree";"";"";;"";7565;
"26767-LEU-PUL";26767;"Leucaena";"pulverulenta";"Great leucaene";"";"";;"";869;
"26808-OLN-TES";26808;"Olneya";"tesota";"desert ironwood";"";"";;"";990;
"26825-PAR-NA";26825;"Parkinsonia";"";"paloverde";"";"";;"";8112;
"26826-PAR-ACU";26826;"Parkinsonia";"aculeata";"Jerusalem thorn";"";"";;"";8111;
"26835-PEL-PTE";26835;"Peltophorum";"pterocarpum";"Peltophorum pterocarpum";"";"";;"";8121;
"26863-PIS-NA";26863;"Piscidia";"";"piscidia";"";"";;"";8210;
"26865-PIS-PIS";26865;"Piscidia";"piscipula";"fishpoison tree";"";"";;"";887;
"26871-PIT-DUL";26871;"Pithecellobium";"dulce";"monkeypod";"";"";;"";8220;
"26875-PIT-UNG";26875;"Pithecellobium";"unguis-cati";"catclaw blackbead";"";"";;"";8223;
"26878-PRO-NA";26878;"Prosopis";"";"mesquite";"";"";;"";755;
"26879-PRO-GLA";26879;"Prosopis";"glandulosa";"honey mesquite";"";"";;"";756;
"26881-PRO-PUB";26881;"Prosopis";"pubescens";"screwbean mesquite";"";"";;"";758;
"26883-PRO-VEL";26883;"Prosopis";"velutina";"velvet mesquite";"";"";;"";757;
"26949-SES-NA";26949;"Sesbania";"";"riverhemp";"";"";;"";8607;
"26953-SES-GRA";26953;"Sesbania";"grandiflora";"vegetable hummingbird";"";"";;"";8605;
"26957-SOP-NA";26957;"Sophora";"";"necklacepod";"";"";;"";8642;
"26965-SOP-TOM";26965;"Sophora";"tomentosa";"silver bush";"";"";;"";8643;
"26980-TAM-IND";26980;"Tamarindus";"indica";"tamarind";"";"";;"";897;
"27110-LAG-IND";27110;"Lagerstroemia";"indica";"crapemyrtle";"";"";;"";7532;
"27111-LAG-SPE";27111;"Lagerstroemia";"speciosa";"pride of India";"";"";;"";7533;
"27121-GIN-ROH";27121;"Ginoria";"rohrii";"bastard gregre";"";"";;"";7239;
"27129-DIR-PAL";27129;"Dirca";"palustris";"";"Dirca des marais";"DIR";;"";;
"27132-WIK-NA";27132;"Wikstroemia";"";"false ohelo";"";"";;"";8899;
"27134-WIK-BIC";27134;"Wikstroemia";"bicornuta";"alpine false ohelo";"";"";;"";8889;
"27142-WIK-FUR";27142;"Wikstroemia";"furcata";"forest false ohelo";"";"";;"";8890;
"27149-WIK-MON";27149;"Wikstroemia";"monticola";"montane false ohelo";"";"";;"";8891;
"27150-WIK-OAH";27150;"Wikstroemia";"oahuensis";"Oahu false ohelo";"";"";;"";8892;
"27153-WIK-PHI";27153;"Wikstroemia";"phillyreifolia";"Hawaii false ohelo";"";"";;"";8895;
"27154-WIK-PUL";27154;"Wikstroemia";"pulcherrima";"Kohala false ohelo";"";"";;"";8896;
"27156-WIK-SAN";27156;"Wikstroemia";"sandwicensis";"variableleaf false ohelo";"";"";;"";8897;
"27158-WIK-SKO";27158;"Wikstroemia";"skottsbergiana";"Skottsbergs false ohelo";"";"";;"";8898;
"27161-WIK-VIL";27161;"Wikstroemia";"villosa";"hairy false ohelo";"";"";;"";8900;
"27163-DAP-AME";27163;"Daphnopsis";"americana";"burn nose";"";"";;"";6871;
"27177-CAL-KIA";27177;"Calyptranthes";"kiaerskovii";"'Kiaerskov''s lidflower'";"";"";;"";6351;
"27178-CAL-KRU";27178;"Calyptranthes";"krugii";"limoncillo";"";"";;"";6352;
"27179-CAL-LUQ";27179;"Calyptranthes";"luquillensis";"Luquillo forest lidflower";"";"";;"";6353;
"27180-CAL-PAL";27180;"Calyptranthes";"pallens";"pale lidflower";"";"";;"";6354;
"27183-CAL-SIN";27183;"Calyptranthes";"sintenisii";"limoncillo de monte";"";"";;"";6356;
"27184-CAL-THO";27184;"Calyptranthes";"thomasiana";"'Thomas'' lidflower'";"";"";;"";6358;
"27186-CAL-ZUZ";27186;"Calyptranthes";"zuzygium";"myrtle of the river";"";"";;"";6359;
"27187-EUC-NA";27187;"Eucalyptus";"";"eucalyptus";"";"";;"";510;
"27189-EUC-GLO";27189;"Eucalyptus";"globulus";"Tasmanian bluegum";"";"";;"";511;
"27191-EUC-TER";27191;"Eucalyptus";"tereticornis";"forest redgum";"";"";;"";7056;
"27192-EUG-NA";27192;"Eugenia";"";"stopper";"";"";;"";7096;
"27194-EUG-KOO";27194;"Eugenia";"koolauensis";"nioi";"";"";;"";7079;
"27197-EUG-REI";27197;"Eugenia";"reinwardtiana";"mountain stopper";"";"";;"";7091;
"27199-EUG-AXI";27199;"Eugenia";"axillaris";"white stopper";"";"";;"";7060;
"27201-EUG-BOQ";27201;"Eugenia";"boqueronensis";"Sierra de Cayey stopper";"";"";;"";7062;
"27202-EUG-BOR";27202;"Eugenia";"borinquensis";"guayabota de sierra";"";"";;"";7063;
"27203-EUG-CON";27203;"Eugenia";"confusa";"redberry stopper";"";"";;"";7066;
"27204-EUG-COR";27204;"Eugenia";"cordata";"lathberry";"";"";;"";7067;
"27207-EUG-EGG";27207;"Eugenia";"eggersii";"guasabara";"";"";;"";7072;
"27209-EUG-GLA";27209;"Eugenia";"glabrata";"smooth rodwood";"";"";;"";7075;
"27210-EUG-HAE";27210;"Eugenia";"haematocarpa";"Luquillo Mountain stopper";"";"";;"";7076;
"27212-EUG-LIG";27212;"Eugenia";"ligustrina";"privet stopper";"";"";;"";7081;
"27214-EUG-MON";27214;"Eugenia";"monticola";"birdcherry";"";"";;"";7084;
"27215-EUG-PRO";27215;"Eugenia";"procera";"rockmyrtle";"";"";;"";7089;
"27216-EUG-PSE";27216;"Eugenia";"pseudopsidium";"Christmas cherry";"";"";;"";7090;
"27217-EUG-RHO";27217;"Eugenia";"rhombea";"red stopper";"";"";;"";873;
"27218-EUG-SER";27218;"Eugenia";"serrasuela";"serrasuela";"";"";;"";7093;
"27219-EUG-SES";27219;"Eugenia";"sessiliflora";"sessileleaf stopper";"";"";;"";7094;
"27221-EUG-STA";27221;"Eugenia";"stahlii";"'Stahl''s stopper'";"";"";;"";7098;
"27222-EUG-STE";27222;"Eugenia";"stewardsonii";"'Stewardson''s stopper'";"";"";;"";7100;
"27223-EUG-UND";27223;"Eugenia";"underwoodii";"'Underwood''s stopper'";"";"";;"";7103;
"27224-EUG-UNI";27224;"Eugenia";"uniflora";"Surinam cherry";"";"";;"";7104;
"27227-MEL-NA";27227;"Melaleuca";"";"melaleuca";"";"";;"";7709;
"27228-MEL-QUI";27228;"Melaleuca";"quinquenervia";"melaleuca";"";"";;"";992;
"27231-MYR-FRA";27231;"Myrcianthes";"fragrans";"twinberry";"";"";;"";7893;
"27239-PSI-CAT";27239;"Psidium";"cattleianum";"strawberry guava";"";"";;"";8355;
"27240-PSI-GUA";27240;"Psidium";"guajava";"guava";"";"";;"";8356;
"27241-PSI-AMP";27241;"Psidium";"amplexicaule";"mountain guava";"";"";;"";8354;
"27242-PSI-SIN";27242;"Psidium";"sintenisii";"'Sintenis'' guava'";"";"";;"";8359;
"27244-RHO-NA";27244;"Rhodomyrtus";"";"rose myrtle";"";"";;"";8465;
"27245-RHO-TOM";27245;"Rhodomyrtus";"tomentosa";"Rhodomyrtus tomentosus";"";"";;"";8466;
"27246-PIM-NA";27246;"Pimenta";"";"Pimenta";"";"";;"";8180;
"27247-PIM-DIO";27247;"Pimenta";"dioica";"allspice";"";"";;"";8175;
"27248-PIM-RAC";27248;"Pimenta";"racemosa";"bayrumtree";"";"";;"";8177;
"27253-LEP-NA";27253;"Leptospermum";"";"teatree";"";"";;"";7562;
"27256-MAR-SIN";27256;"Marlierea";"sintenisii";"beruquillo";"";"";;"";7684;
"27257-MET-NA";27257;"Metrosideros";"";"lehua";"";"";;"";7793;
"27258-MET-MAC";27258;"Metrosideros";"macropus";"ohia";"";"";;"";7782;
"27259-MET-POL";27259;"Metrosideros";"polymorpha";"ohia lehua";"";"";;"";7783;
"27260-MET-RUG";27260;"Metrosideros";"rugosa";"lehua papa";"";"";;"";7792;
"27261-MET-TRE";27261;"Metrosideros";"tremuloides";"lehua ahihi";"";"";;"";7794;
"27262-MET-WAI";27262;"Metrosideros";"waialealae";"Kauai bottlebrush";"";"";;"";7795;
"27263-MYR-NA";27263;"Myrcia";"";"rodwood";"";"";;"";7892;
"27264-MYR-CIT";27264;"Myrcia";"citrifolia";"red rodwood";"";"";;"";7886;
"27265-MYR-DEF";27265;"Myrcia";"deflexa";"cieneguillo";"";"";;"";7887;
"27268-MYR-PAG";27268;"Myrcia";"paganii";"ausu";"";"";;"";7890;
"27269-MYR-SPL";27269;"Myrcia";"splendens";"punchberry";"";"";;"";7891;
"27271-MYR-FLO";27271;"Myrciaria";"floribunda";"guavaberry";"";"";;"";7895;
"27273-SIP-DEN";27273;"Siphoneugena";"densiflora";"hoja menuda";"";"";;"";8620;
"27274-SYZ-NA";27274;"Syzygium";"";"syzygium";"";"";;"";8708;
"27278-PUN-GRA";27278;"Punica";"granatum";"pomegranate";"";"";;"";8419;
"27638-FUC-NA";27638;"Fuchsia";"";"fuchsia";"";"";;"";7209;
"27703-CLI-HIR";27703;"Clidemia";"hirta";"soapbush";"";"";;"";6642;
"27720-MIC-AFF";27720;"Miconia";"affinis";"saquiyac";"";"";;"";7804;
"27721-MIC-FOV";27721;"Miconia";"foveolata";"Puerto Rico johnnyberry";"";"";;"";7806;
"27723-MIC-LAE";27723;"Miconia";"laevigata";"smooth johnnyberry";"";"";;"";7808;
"27724-MIC-MIR";27724;"Miconia";"mirabilis";"camasey cuatrocanales";"";"";;"";7810;
"27726-MIC-PAC";27726;"Miconia";"pachyphylla";"camasey racimoso";"";"";;"";7812;
"27727-MIC-PRA";27727;"Miconia";"prasina";"granadillo bobo";"";"";;"";7813;
